Timestamp,Frame#,InferenceTime(ms),Flood_Lat,Flood_Lon
2025-10-28 11:36:31,590,11.17,12.97159,77.59459
2025-10-28 11:36:31,591,11.37,12.97159,77.59459
2025-10-28 11:36:31,592,11.32,12.97159,77.59459
2025-10-28 11:36:31,593,11.22,12.97159,77.59459
2025-10-28 11:36:31,594,11.31,12.97159,77.59459
2025-10-28 11:36:31,595,11.14,12.97159,77.59459
2025-10-28 11:36:31,596,11.07,12.97159,77.59459
2025-10-28 11:36:31,597,11.23,12.97159,77.59459
2025-10-28 11:36:31,598,11.29,12.97159,77.59459
2025-10-28 11:36:31,599,11.10,12.97159,77.59459
2025-10-28 11:36:31,600,11.07,12.97159,77.59459
2025-10-28 11:36:31,601,11.06,12.97159,77.59459
2025-10-28 11:36:32,602,11.28,12.97159,77.59459
2025-10-28 11:36:32,603,11.37,12.97159,77.59459
2025-10-28 11:36:32,604,11.06,12.97159,77.59459
2025-10-28 11:36:32,605,11.35,12.97159,77.59459
2025-10-28 11:36:32,606,11.06,12.97159,77.59459
2025-10-28 11:36:32,607,11.05,12.97159,77.59459
2025-10-28 11:36:32,608,11.29,12.97159,77.59459
2025-10-28 11:36:32,609,11.31,12.97159,77.59459
2025-10-28 11:36:32,610,11.02,12.97159,77.59459
2025-10-28 11:36:32,611,11.68,12.97159,77.59459
2025-10-28 11:36:32,612,11.07,12.97159,77.59459
2025-10-28 11:36:32,613,11.06,12.97159,77.59459
2025-10-28 11:36:32,614,11.06,12.97159,77.59459
2025-10-28 11:36:32,615,11.03,12.97159,77.59459
2025-10-28 11:36:32,616,11.42,12.97159,77.59459
2025-10-28 11:36:32,617,11.32,12.97159,77.59459
2025-10-28 11:36:32,618,11.35,12.97159,77.59459
2025-10-28 11:36:32,619,11.31,12.97159,77.59459
2025-10-28 11:36:32,620,11.25,12.97159,77.59459
2025-10-28 11:36:32,621,11.26,12.97159,77.59459
2025-10-28 11:36:32,622,11.10,12.97159,77.59459
2025-10-28 11:36:32,623,11.09,12.97159,77.59459
2025-10-28 11:36:32,624,11.04,12.97159,77.59459
